"Star","rs"
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Babak_Payami
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",9
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Sanjeev_Mohapatra
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",3
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Le_Fear  dct:subject  ?o .
    ?o        skos:broader  ?o1
  }
",11
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Juha_Wuolijoki
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",9
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:The_Lobster
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",98
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Jonathan_Harden
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",30
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Ayal_Njanalla
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Savaale_Samaali
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Vijay_Maurya
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",2
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Full_Strike
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",24
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Lachy_Hulme
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",6
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Set_the_Thames_on_Fire
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",28
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Bajrangi_Bhaijaan
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",17
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Caroline_Munro
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",23
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Rombha_Nallavan_Da_Nee
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Film_industry_in_Florida
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",9
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Adil_Hussain
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",30
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Krisha  dct:subject  ?o .
    ?o        skos:broader  ?o1
  }
",19
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:James_Daniel_Wilson
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",11
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Perejil_Island
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",23
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:The_Culling
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",11
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Cinema_of_Bahrain
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",5
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Jane_Got_a_Gun
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",14
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Danny_Burstein
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",50
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Slow_West
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",52
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Wildeye  dct:subject  ?o .
    ?o        skos:broader  ?o1
  }
",36
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Oru_Vadakkan_Selfie
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",9
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Koisuru_Vampire
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",12
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Brand_New-U
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",29
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Lost_and_Love
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",50
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Shaun_the_Sheep_Movie
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",52
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:P_Se_PM_Tak
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",21
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Eisenstein_in_Guanajuato
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",33
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Magic_Mike_XXL
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",43
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:The_Curse_of_Downers_Grove
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",21
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Pride_and_Prejudice_and_Zombies
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",15
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Un_gallo_con_muchos_huevos
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",31
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:100_Days_of_Love
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",7
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Nikole_Beckwith
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",21
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Tobey_Maguire
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",32
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Naalu_Policeum_Nalla_Irundha_Oorum
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Eh_Janam_Tumhare_Lekhe
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",12
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Diana_DeGarmo
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",52
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:India_Pakistan
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",13
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Sleeping_with_Other_People
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",36
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Romeo_Antonio
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",21
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Jane_Wiedlin
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",33
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:E-Preeti
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",9
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Ab_Tak_Chhappan_2
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",18
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Nakshatra_Bagwe
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",18
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Moone_Moonu_Varthai
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",15
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Molly_Ringwald
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",65
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Engelsfors
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",31
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Buddy_Bolden
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",16
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:My_Son_Is_Gay
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",13
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Sherlock_Holmes
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",72
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Martin_Baron
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",23
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:A_Mouse_Tale
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",21
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Oil_field
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Bahia  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",73
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Military_service
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Leaf  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",7
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Life  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",28
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Monarchy
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",14
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Captain_(sports)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Pier  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:State_of_Mexico
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",163
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Marriage
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",69
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Special_Forces_(United_States_Army)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",335
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Colombia
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",291
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Havana  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",127
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Economics
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",34
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Paratrooper
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",18
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Peerage  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",7
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Pantera  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",450
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:King_Arthur
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",19
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Popular_music
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",14
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Independence
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",5
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/M%C3%A1laga>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",12
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Cameron_Diaz
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",102
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/United_Kingdom_general_election,_1931>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",51
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:1918_flu_pandemic
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Palmerston_North
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",60
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Oxford_bags
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",7
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Iroquois
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",218
